name	exact_address	store_features	signature_menu	menu_features	sold_out_info	waiting_system	has_dine_in	positive_reviews	negative_review	review_links	comparisons	latitude	longitude
몽스베이커리 동탄목동점	경기 화성시 동탄신리천로 407	동탄 목동 상가권의 아담하고 깔끔한 동네 빵집. 오픈 키친 형태로 빵 굽는 모습을 볼 수 있음	휘낭시에, 소금빵	기본에 충실한 빵과 다양한 구움과자 라인업을 제공하는 포장 전문 베이커리	오후 늦은 시간 인기 휘낭시에류 품절	대기열 없이 빠르게 포장 가능	false	휘낭시에 겉면이 쫀득하고 버터 풍미가 진해서 자주 사먹어요|소금빵이 질기지 않고 담백해서 아이들 간식으로 딱입니다|오픈 키친이라 빵 만드는 과정을 볼 수 있어 위생적으로 믿음이 갑니다	매장 내 취식 공간이 없어 오직 테이크아웃으로만 이용해야 하는 동네 빵집의 한계가 있습니다.	https://blog.naver.com/dugod24_|https://blog.naver.com/yongs_foryou/223740711263|https://blog.naver.com/dugod24_/223906184009	메종엠오|휘낭시에 전문점|메종엠오가 방배동에서 프렌치 스타일의 프리미엄 마들렌과 구움과자를 선보인다면, 몽스베이커리는 동탄 동네 주민들이 가볍게 즐기기 좋은 데일리 구움과자	37.1828272	127.1235379
장미베이커리 동탄목동점	경기 화성시 동탄신리천로 414	동탄 목동에 새로 생긴 아담하고 조용한 동네 빵집	우유식빵, 단팥빵	아이들 간식으로 좋은 자극적이지 않고 부드러운 기본 빵 위주	소량 생산으로 인기 빵 조기 소진 가능	웨이팅 없음	false	식빵이 부드럽고 담백해서 매일 먹기 좋아요|단팥빵 팥앙금이 많이 달지 않아서 어르신들도 좋아합니다|동네에 가볍게 들를 수 있는 빵집이 생겨서 좋습니다	화려한 디저트류나 트렌디한 빵 종류는 부족한 편입니다.	https://blog.naver.com/dugod24_/223738309828|https://blog.naver.com/vvbys/223984230559|https://blog.naver.com/colorbliss/223966528901	파리바게뜨|동네 빵집|파리바게뜨가 전국적인 프랜차이즈의 균일한 맛이라면, 장미베이커리는 동네 주민들을 위한 소박하고 따뜻한 데일리 빵집	37.1820272	127.1239362
윤슬제과	경기 성남시 중원구 광명로324번길 3	단대오거리 금광동 주택가 골목에 위치한 숨은 디저트 및 구움과자 맛집	황치즈 휘낭시에, 스콘	프랑스 및 뉴질랜드산 버터 등 좋은 재료를 아낌없이 사용한 묵직한 구움과자	주말 오후 인기 휘낭시에 조기 품절	작은 매장으로 포장 대기 약간 있음	false	황치즈 휘낭시에의 단짠단짠 밸런스가 완벽해요|버터 풍미가 좋아서 스콘만 먹어도 맛있습니다|우리 동네에 이런 고급스러운 구움과자 집이 생겨서 너무 행복해요	주택가 골목 안쪽에 있어서 주차가 불가능하고 찾아가기 약간 까다롭습니다.	https://blog.naver.com/ejlove7868|https://blog.naver.com/luckyjinny_7|https://blog.naver.com/zzihye_zzang	마이퍼니디저트|구움과자|마이퍼니디저트가 화려하고 세련된 마카롱 중심이라면, 윤슬제과는 좋은 재료 본연의 맛을 살린 묵직한 구움과자 전문	37.4451081	127.1620391
카페 파트너스	경기 성남시 분당구 장미로 86	야탑역 인근 감각적인 인테리어와 2층 베이킹 작업실을 갖춘 베이커리 카페	모카 소금빵, 무화과 깜빠뉴	달큰하고 담백한 하드빵과 고소한 버터 풍미의 소금빵이 주력	점심시간 이후 인기 빵 빠르게 소진	오후 시간대 매장 내 좌석 만석 잦음	true	모카 소금빵이 커피랑 먹으면 정말 환상적입니다|무화과 깜빠뉴에 무화과가 아낌없이 들어가 있어요|매장 분위기가 아늑하고 흑임자 라떼도 고소하고 맛있습니다	매장 내부 공간이 다소 협소하여 오래 앉아서 대화하기에는 눈치가 보입니다.	https://blog.naver.com/dduddu0103|https://blog.naver.com/ayo00_|https://blog.naver.com/ssk6599/224221904386	하얀풍차제과점|소금빵 및 하드빵|하얀풍차제과점이 대형 프랜차이즈 느낌의 다양한 메뉴를 자랑한다면, 카페 파트너스는 감각적인 공간에서 직접 굽는 소금빵과 깜빠뉴에 집중함	37.4136479	127.1303098
르분당	경기 성남시 분당구 매화로55번길 5	야탑동 골목. 프랑스 유학파 미슐랭 셰프 출신 오너가 운영하는 고급 디저트 빵집	크로와상, 바닐라 타르트	프랑스산 밀가루와 고급 버터를 사용하여 현지 감성을 그대로 살린 페이스트리	주말 인기 타르트 및 크로와상 오전 완판	주말 오전 포장 대기줄 발생	false	크로와상의 결이 살아있고 버터 풍미가 고급스러워요|바닐라 타르트는 고급 레스토랑 디저트 못지않은 퀄리티입니다|분당에서 프랑스 정통 페이스트리를 맛볼 수 있어 최고입니다	고급 재료를 사용해서 그런지 다른 빵집에 비해 가격대가 꽤 높은 편입니다.	https://blog.naver.com/y_yse0|https://blog.naver.com/sososo_96/224015708435|https://blog.naver.com/leahkim-/224054465503	기욤|프랑스 베이커리|기욤이 화려하고 클래식한 마카롱과 에끌레어에 강하다면, 르분당은 미슐랭 셰프의 터치가 들어간 정교한 타르트와 크로와상	37.4125425	127.1332455
봄밀베이커리	경기 화성시 10용사2길 35	동탄 지역 맘카페에서 입소문 난 하드 계열 식사빵 전문 빵집	잠봉뵈르, 무화과 깜빠뉴	천연 발효종을 사용해 속이 편안하며 겉바속촉 식감을 자랑하는 바게트와 잠봉뵈르	인기 빵 오픈 후 1시간 내 완판	오픈런 필수 (매장 밖 긴 대기열)	false	동탄에서 잠봉뵈르는 여기가 무조건 1등입니다 바게트 바삭함이 미쳤어요|무화과 깜빠뉴가 달지 않고 씹을수록 구수합니다|발효종 빵이라 아이들 먹이기도 좋고 소화도 잘 돼요	주 3~4일만 영업하고 오픈런하지 않으면 빵을 살 수 없어 직장인에겐 그림의 떡입니다.	https://blog.naver.com/olliekim/223531672039|https://blog.naver.com/rlaqhdud0224|https://blog.naver.com/yasty0909	오월의종|하드빵|오월의종이 서울 이태원의 가성비 좋은 하드빵 성지라면, 봄밀베이커리는 동탄 주민들이 오픈런하는 궁극의 잠봉뵈르 및 발효종 빵집	37.1917839	127.0672003
플렁드	경기 수원시 장안구 율전로 91	수원 성균관대역 인근 민트와 우드 톤의 인테리어가 돋보이는 디저트 천국	에그타르트, 치즈바	스콘, 마들렌, 크럼블, 버터바 등 다채롭고 화려한 라인업의 구움과자	오후 늦은 시간 인기 크럼블 및 버터바 소진	대학생 시험기간 등 피크 타임에 대기 발생	false	에그타르트 파이지가 바삭하고 필링이 꽉 차서 너무 부드러워요|치즈바와 크럼블 종류가 다양해서 디저트 덕후에게는 천국입니다|선물용 패키징이 예뻐서 답례품으로 돌리기 좋아요	구움과자 특성상 전체적으로 당도가 높아 단 것을 싫어하는 분께는 부담스러울 수 있습니다.	https://blog.naver.com/yeonforecord/224121938141|https://blog.naver.com/llover25/224183177756|https://blog.naver.com/pristine_sb/224167566822	카페 하이웨스트|구움과자|하이웨스트가 스콘 중심의 아기자기한 영국 감성이라면, 플렁드는 대학가 핫플답게 치즈바, 크럼블 등 트렌디한 구움과자를 총망라함	37.2975168	126.9684729
이너피스베이커리	서울 서초구 양재천로29길 15	양재천 인근에 위치한 간결한 인테리어의 크로와상 주력 베이커리 카페	크로와상, 뺑오쇼콜라	가볍게 산책하다 들러 커피와 함께 즐기기 좋은 버터 풍미 가득한 페이스트리	주말 오후 인기 페이스트리 소진	양재천 산책객이 몰리는 주말 오후 만석	true	크로와상이 겉은 바삭하고 속은 쫄깃해서 커피랑 아주 잘 어울려요|양재천 걷다가 가볍게 들러서 빵 먹기 딱 좋은 위치입니다|매장이 깔끔하고 조용해서 이너피스라는 이름이 잘 어울립니다	주력 메뉴인 크로와상 외에는 빵 종류가 다소 한정적이라 아쉽습니다.	https://blog.naver.com/wlgp5982|https://blog.naver.com/ikpcsm9678/223742343188|https://blog.naver.com/wowsohn/223988226469	아우어베이커리|페이스트리|아우어베이커리가 화려하고 묵직한 더티초코 중심이라면, 이너피스베이커리는 양재천 산책길에 어울리는 가볍고 담백한 크로와상	37.4795117	127.0418401
크레미엘	서울 서초구 양재천로21길 3	양재천. 프랑스 미슐랭 2스타 레스토랑 출신 셰프 부부가 운영하는 파리 감성 베이커리	크로와상, 퀸아망	프랑스산 밀가루와 AOP 버터 등 최고급 재료로 구현한 정통 프렌치 페이스트리	오픈 직후부터 포장 손님이 많아 조기 매진 잦음	작은 매장 내부 결제 대기열 발생	false	파리 여행 때 먹었던 그 완벽한 크로와상 맛을 서울에서 찾았습니다|퀸아망이 설탕 코팅은 바삭하고 버터 풍미는 터질듯해서 최고예요|매장 인테리어와 예쁜 커트러리 구경하는 재미도 있습니다	매장에 취식 공간이 없고 주차 공간도 협소하여 무조건 포장해야 합니다.	https://blog.naver.com/wlgp5982|https://blog.naver.com/wnfl2294|https://blog.naver.com/cake_lover_/224258810341	곤트란쉐리에|크로와상|곤트란쉐리에가 대형 매장에서 널리 사랑받는 대중적인 크로와상이라면, 크레미엘은 미슐랭 셰프의 섬세함이 깃든 소규모 부티크 프렌치 페이스트리	37.4757529	127.0391241
아티스트베이커리 안국	서울 종로구 율곡로 45	런던베이글뮤지엄 운영사에서 런칭한 안국역 앞 유럽 감성 소금빵 전문점	플레인 소금빵, 트러플 소금빵	다양한 부재료(트러플, 감자치즈 등)를 조합한 트렌디한 소금빵과 바게트 샌드위치	오후 시간대 인기 소금빵 종류 매진	런베뮤 못지않은 극악의 웨이팅 (캐치테이블 필수)	true	감자치즈 소금빵은 쫄깃하고 짭짤해서 식사 대용으로 아주 좋습니다|매장 인테리어가 유럽에 온 것 같아서 사진 찍기 너무 좋아요|잠봉 샌드위치에 다양한 잼을 곁들여 먹으니 환상적입니다	웨이팅이 너무 심하고, 빵 크기에 비해 가격대가 상당히 비싸 가성비가 떨어집니다.	https://blog.naver.com/so---happy/224279466161|https://blog.naver.com/krhdms11|https://blog.naver.com/want_to_be_happy/224231430360	런던베이글뮤지엄|베이글과 소금빵|런베뮤가 쫀득한 베이글 베이스의 화려한 샌드위치라면, 아티스트베이커리는 소금빵을 베이스로 한 감각적이고 다채로운 베리에이션 라인업	37.5762555	126.9843435
에브리도우	부산 수영구 민락로33번길 31	광안리 해변과 가까운 민락동 골목의 치아바타, 샌드위치 전문 식사빵 베이커리	치아바타 샌드위치, 앙버터	당일 생산한 빵을 바로 판매하여 쫄깃하고 담백한 식감을 살린 기본 식사빵	점심시간 전후로 샌드위치류 빠른 소진	가벼운 포장 대기 있음	false	치아바타가 겉은 질기지 않고 속은 기공이 숭숭 뚫려 폭신하고 담백해요|여기 치아바타로 만든 샌드위치 포장해서 광안리 바다 보면서 먹으면 꿀맛입니다|앙버터 팥이 많이 달지 않고 버터랑 잘 어울려요	동네 빵집이라 빵이 나오는 시간이 불규칙할 때가 있고 메뉴가 매일 조금씩 바뀝니다.	https://blog.naver.com/maeilchu/224292082479|https://blog.naver.com/powerbird0|https://blog.naver.com/powerbird0/224248285718	우드앤브릭|하드빵 샌드위치|우드앤브릭이 도심의 세련된 유럽식 샌드위치라면, 에브리도우는 광안리 바다 감성과 어울리는 소박하고 쫄깃한 식사빵 샌드위치	35.1568925	129.1205623
로로네베이커리	대전 중구 중교로 30	대전 대흥동 중구청 인근 빵지순례 필수 코스. 깔끔하고 아늑한 분위기	리본 페스츄리, 에그타르트	결이 살아있는 바삭한 페스츄리와 예쁜 비주얼을 자랑하는 시그니처 리본 페스츄리	인기 페스츄리류 늦은 오후 조기 품절	주말 오후 대기열 발생	false	리본 페스츄리 결이 정말 살아있고 바삭바삭합니다|에그타르트 필링이 꽉 차 있어서 커피랑 먹기 딱 좋아요|성심당 갔다가 들르기 좋은 대흥동 빵지순례 코스입니다	전용 주차장이 없어 공영주차장을 찾아야 하는 점이 약간 불편합니다.	https://blog.naver.com/dys99189/224185886090|https://blog.naver.com/oldstonej|https://blog.naver.com/uwon014	디저트시네마|페스츄리 전문|디저트시네마가 부산의 빈티지한 앤티크 페이스트리 맛집이라면, 로로네베이커리는 대전의 깔끔하고 귀여운 리본 페스츄리 성지	36.3250351	127.4232818
콜드버터베이크샵 본점	대전 중구 중앙로112번길 37	대전 대흥동 빵지순례 코스. 아담한 매장에서 포장 위주로 운영	크랙소금빵, 콜낭시에	겉바속촉의 대명사인 크랙소금빵과 12시/1시 시간대별로 다르게 나오는 다채로운 라인업	소금빵 나오는 시간 전후로 인기 품목 즉시 품절	빵 나오는 시간대 긴 웨이팅 발생	false	크랙소금빵 이름 그대로 겉이 바스락거리고 속은 버터 동굴이 완벽해요|콜낭시에 종류가 다양해서 골라먹는 재미가 있습니다|모찌빵도 꾸덕하고 부드러운 식감이라 중독성 있어요	매장이 매우 협소하고 포장만 가능해서 안에서 먹고 갈 수 없는 점이 아쉽습니다.	https://blog.naver.com/kdaday/224280560012|https://blog.naver.com/leese128/224283444628|https://blog.naver.com/heileyy	자연도소금빵|소금빵|자연도소금빵이 단일 메뉴로 극강의 회전율을 보여준다면, 콜드버터는 명란마요, 황치즈 등 다채로운 소금빵 베리에이션을 제공함	36.3257763	127.4234064
성심당 케익부띠끄	대전 중구 대종로 480	성심당 본점 바로 옆. 화려한 디저트가 진열되어 있는 대전의 명소	망고시루, 딸기시루, 순수롤	계절별 과일을 산더미처럼 쌓아 올리는 '시루' 케이크 시리즈와 극강의 가성비	시즌 케이크 조기 품절 및 예약 폭주	주말 및 공휴일 극악의 웨이팅	false	딸기시루에 딸기가 쏟아질 정도로 많이 들어있어서 돈이 아깝지 않아요|순수롤 크림이 전혀 느끼하지 않고 입에서 사르르 녹습니다|피낭시에도 쫀득하고 버터 풍미가 진해서 선물용으로 완벽해요	웨이팅이 너무 길어서 케이크 하나 사기 위해 1시간 이상 기다려야 하는 경우가 많습니다.	https://blog.naver.com/miho0911/224302275547|https://blog.naver.com/sooool0120/224261833022|https://blog.naver.com/miho0911	패션5|프리미엄 디저트|패션5가 한남동의 럭셔리하고 실험적인 고가 디저트라면, 케익부띠끄는 성심당의 가성비와 압도적인 재료의 양으로 승부하는 대중적 디저트	36.3275242	127.4267835
성심당 본점	대전 중구 대종로480번길 15	전국구 빵지순례 1번지. 압도적인 규모와 끊임없이 구워져 나오는 다채로운 빵들	튀김소보로, 보문산 메아리	수십 년 전통의 튀김소보로와 대중의 입맛을 사로잡는 엄청난 종류의 가성비 빵 라인업	인기 샌드위치류 및 고로케 품절 가능성	상시 긴 대기열 발생 (평일, 주말 무관)	false	보문산 메아리의 결이 너무 부드럽고 달콤해서 계속 들어갑니다|명란바게트는 짭짤하고 바삭해서 맥주 안주로 최고예요|빵 종류가 너무 많아서 갈 때마다 새로운 빵을 고르는 재미가 있습니다	튀김소보로는 다소 기름진 편이라 갓 나왔을 때 먹지 않으면 호불호가 갈릴 수 있습니다.	https://blog.naver.com/kimmy_1314|https://blog.naver.com/kimmy_1314/224268039715|https://blog.naver.com/ha2un0710	이성당|전국구 빵집|군산 이성당이 얇은 피의 단팥빵과 야채빵 등 전통적인 기본기에 충실하다면, 대전 성심당은 튀소부터 하드빵까지 끝없는 메뉴 베리에이션을 보여줌	36.3276671	127.4273419
몽심 한남대점	대전 대덕구 한남로38번길 28	대전 빵축제 어워즈 1위 수상에 빛나는 한남대학교 인근 구움과자 맛집	레몬 마들렌, 말차 마들렌	겉은 바삭하고 속은 촉촉/쫀득한 완벽한 식감의 마들렌과 한남대 본점 한정 메뉴	오후 이른 시간 인기 마들렌/휘낭시에 소진	주말 한남대 방문객 등 웨이팅 발생	false	레몬 마들렌 상큼함과 겉바속촉 식감이 대전 최고 수준입니다|말차 마들렌이 쌉싸름하면서도 달콤해서 너무 맛있어요|선물용 박스 포장이 예뻐서 답례품으로 자주 이용합니다	매장이 작고 테이크아웃 전문이라 안에서 빵을 먹으면서 쉬어갈 수 없습니다.	https://blog.naver.com/wlwjd4182|https://blog.naver.com/wlwjd4182/223988607359|https://blog.naver.com/travel_quokka/224259961655	윤슬제과|구움과자|윤슬제과가 묵직하고 좋은 재료 본연의 맛에 집중한 동네 구움과자라면, 몽심은 빵축제 1위에 빛나는 화려하고 다채로운 마들렌 라인업의 정점	36.3518586	127.4249444
몽심 대흥점	대전 중구 중교로 32	대전 대흥동 문화예술거리 인근 아늑한 분위기의 몽심 3호점	마들렌, 휘낭시에	본점의 퀄리티를 대흥동에서도 그대로 맛볼 수 있는 접근성 좋은 구움과자 성지	주말 오후 인기 메뉴 소진 가능성	평일은 원활, 주말 대기열 발생	false	대흥동에서도 몽심 마들렌을 살 수 있어서 접근성이 너무 좋습니다|휘낭시에가 쫀득하고 버터 풍미가 진해서 맛있어요|성심당 줄이 너무 길 때 대안으로 방문하기 완벽한 구움과자 맛집입니다	주차 공간이 마땅치 않아 주변 유료 공영주차장을 찾아 헤매야 하는 점이 단점입니다.	https://blog.naver.com/kimmy_1314|https://blog.naver.com/senji0123|https://blog.naver.com/senji0123/224216101259	몽심 한남대점|접근성 확장|본점인 한남대점이 대학가 특유의 분위기와 한정 메뉴를 갖췄다면, 대흥점은 시내 중심부에서 성심당 방문객의 발길을 사로잡는 접근성	36.3251371	127.4235616
하레하레 둔산점	대전 서구 둔산로 155	대전의 대표적인 대형 베이커리 중 하나. 2층 카페 공간에서 편안하게 취식 가능	쌀 하레치즈케이크, 명장 단팥빵	입에서 사르르 녹는 부드러운 쌀 치즈케이크와 명장의 기술이 담긴 퀄리티 높은 빵들	주말 쌀 하레치즈케이크 한정 수량 완판	주말 피크 타임 매장 내 혼잡	true	쌀 하레치즈케이크는 입에 넣자마자 녹아내릴 정도로 푹신하고 부드럽습니다|빵 종류가 성심당 못지않게 다양하고 전반적으로 퀄리티가 훌륭해요|2층에 카페 공간이 넓어서 빵 사서 바로 커피랑 먹고 가기 좋습니다	주말에는 2층 카페 자리를 잡기 매우 어렵고 주차장도 협소하여 혼잡합니다.	https://blog.naver.com/thebetter2019|https://blog.naver.com/kimeum715/224299912319|https://blog.naver.com/hihooho	성심당 본점|대전 대형 빵집|성심당이 튀소와 대중적인 가성비 빵으로 전국을 평정했다면, 하레하레는 명장의 디테일이 살아있는 부드러운 치즈케이크와 고급스러운 베이커리 카페	36.351457	127.3949666
자연도소금빵in 성수	서울 성동구 연무장길 56-1	성수동 핫플 거리에 위치한 테이크아웃 전용 소금빵 전문점	소금빵 (4개 세트)	키오스크 결제 후 픽업하는 시스템으로 회전율이 빠르며 겉바속촉의 정석을 보여줌	늦은 저녁 시간대 조기 마감	상시 긴 대기열 (회전율은 빠름)	false	버터 풍미가 엄청나고 바닥이 빠작빠작해서 정말 제 인생 소금빵입니다|포장이 예뻐서 성수동 나들이 기념 선물로 사가기 딱 좋아요|줄이 길어도 포장만 해서 그런지 금방금방 줄어들어서 살만합니다	단일 메뉴 4개 세트로만 팔아서 낱개로 가볍게 하나만 맛볼 수 없다는 점이 불만족스럽습니다.	https://blog.naver.com/checkin_travelog|https://blog.naver.com/gamemann/224216722011|https://blog.naver.com/uwon014	콜드버터베이크샵|소금빵 운영 방식|콜드버터베이크샵이 다양한 맛의 소금빵 라인업으로 기다림의 즐거움을 준다면, 자연도소금빵은 오직 한 가지 맛의 극한의 퀄리티와 회전율에 집중함	37.542326	127.0555087
뭉실베이커리	전북 전주시 완산구 서원로 289-6	전주 완산구 동네 주민들에게 사랑받는 작고 아담한 디저트 베이커리	말차 케이크, 초코 케이크	진하고 꾸덕한 크림과 촉촉한 시트가 어우러진 수제 케이크 및 디저트	주말 인기 케이크 및 구움과자류 소진	웨이팅 없음	false	말차 케이크가 쌉싸름하면서도 크림이 부드러워서 물리지 않고 다 먹었어요|초코 케이크 시트가 정말 촉촉하고 진해서 커피랑 잘 어울립니다|동네에 숨어있는 조용하고 맛있는 디저트 맛집이라 자주 갑니다	매장 규모가 작고 라인업이 고정적이지 않아 원하는 케이크가 없을 때가 종종 있습니다.	https://blog.naver.com/qottifrhdwn7|https://blog.naver.com/rookiehhhh|https://blog.naver.com/gjdudtod1346	리얼브레드|동네 빵집|동탄 리얼브레드가 담백한 하드 식사빵으로 동네 주민을 사로잡았다면, 전주 뭉실베이커리는 진한 크림의 수제 케이크로 동네 단골을 확보함	35.8120388	127.1262652
팡뮤제 베이커리 강남본점	서울 강남구 테헤란로8길 40	강남 테헤란로 한복판에 자리한 프리미엄 베이커리. (김포 대형 지점의 도심형 버전)	까눌레, 바스크 치즈케이크	직장인들의 커피 타임에 어울리는 고급스러운 구움과자와 달지 않은 디저트	직장인 점심시간 및 퇴근 시간대 주요 품목 소진	오피스 상권 특성상 점심시간 혼잡	false	까눌레가 겉은 빠작하고 속은 쫀득해서 강남역 근처 최고입니다|바스크 치즈케이크가 부드럽고 달지 않아서 아메리카노랑 찰떡궁합이에요|직장 동료들과 점심 먹고 가볍게 디저트 사러 가기 좋은 위치입니다	강남 한복판에 있어서 그런지 디저트 가격대가 전반적으로 비싸게 느껴집니다.	https://blog.naver.com/alal00424|https://blog.naver.com/daily-traveler/223919525287|https://blog.naver.com/bbbangblog	부부제과|구움과자|부부제과가 분당 야탑 주택가 골목의 아기자기하고 포근한 까눌레 맛집이라면, 팡뮤제 베이커리는 강남 빌딩 숲 직장인들을 겨냥한 세련되고 고급스러운 까눌레	37.496307	127.0321763
낸시베이크샵	전북 전주시 덕진구 가리내10길 8-5	전주 하가지구에 위치한 아기자기한 수제 베이커리. 동네 빵지순례 명소	단호박 크림치즈 깜빠뉴, 둥이빵	속재료가 아낌없이 들어간 묵직한 하드빵과 달콤담백한 부드러운 둥이빵	오픈 직후 인기 깜빠뉴류 빠른 소진	오픈런 및 캐치테이블 대기 발생	false	단호박 크림치즈 깜빠뉴는 묵직하고 재료가 쏟아져서 돈이 아깝지 않아요|둥이빵 흑임자맛이 고소하고 부드러워 어르신들도 좋아합니다|전주 현지인들이 오픈런하는 이유가 있는 숨은 빵 맛집입니다	테이크아웃 전용이라 안에서 먹고 갈 수 없고 주차가 불편합니다.	https://blog.naver.com/rookiehhhh|https://blog.naver.com/jin____ng/224303816443|https://blog.naver.com/rhdcks268	오월의종|속재료 가득한 깜빠뉴|오월의종이 무화과 호밀빵으로 이태원 대기를 이끈다면, 낸시베이크샵은 묵직한 단호박 크림치즈 깜빠뉴로 전주 하가지구를 사로잡음	35.8426363	127.1107685
디허케이크룸	경기 화성시 동탄역로 150	동탄역 롯데캐슬 상가에 위치한 트렌디하고 감성 넘치는 레터링 케이크 샵	레터링 케이크, 브라우니 케이크	귀엽고 디테일이 살아있는 커스텀 디자인과 진한 맛의 브라우니 시트	주말/기념일 주문 예약 마감 빠름	포장 픽업 위주라 대기열 없음	false	2주년 기념으로 주문했는데 디자인이 너무 예쁘고 디테일이 살아있어요|브라우니 케이크 시트가 꾸덕하고 초코 맛이 진해서 아주 맛있습니다|동탄역 롯데캐슬에 있어서 픽업하러 가기 접근성이 최고예요	맞춤형 케이크라 일반 빵집처럼 지나가다 가볍게 사 먹기는 어렵습니다.	https://blog.naver.com/miniii_i/223614784805|https://blog.naver.com/dher_cakeroom|https://blog.naver.com/hahyun0511/223598708988	터틀힙|레터링 케이크|홍대 터틀힙이 화려하고 팝한 감성의 레터링 케이크라면, 동탄 디허케이크룸은 귀엽고 아기자기한 감성의 맞춤형 브라우니 케이크	37.1993356	127.0965082
늘브레드	경기 화성시 동탄기흥로 585	동탄 영천동 힐스테이트 상가의 작지만 알찬 유럽식 빵 전문점	고르곤졸라 바게트, 바질 소금빵	프랑스 밀가루와 유기농 재료로 구워낸 겉바속촉 퀄리티 높은 유럽식 하드빵	저녁 시간 전 인기 바게트 및 소금빵 품절	대기열 없이 빠른 포장 가능	false	고르곤졸라 바게트의 풍미가 엄청나고 바삭함이 끝내줍니다|바질 소금빵의 버터향과 바질향의 조화가 아주 훌륭해요|동탄 테크노밸리 근처 베이커리 중에서 단연 만족도가 높습니다	규모가 작고 인기 빵의 생산량이 한정적이라 늦게 가면 살 수 없습니다.	https://blog.naver.com/mandu__-/223790342196|https://blog.naver.com/ye-rang-rang/224227093201|https://blog.naver.com/potato_916	폴앤폴리나|유럽식 바게트|폴앤폴리나가 극강의 부드러움을 가진 기본 바게트로 유명하다면, 늘브레드는 고르곤졸라 등 다양한 부재료를 활용한 유럽식 바게트	37.2124789	127.092176
더 브레드레지던스	서울 송파구 문정로 19	문정역 인근에 위치한 넓고 쾌적한 대형 베이커리 카페. 카공하기 좋은 분위기	포카치아, 두바이 쫀득 쿠키	엄청나게 다양한 종류의 빵과 화려한 라인업, 그리고 커피와 어울리는 디저트류	주말 오후 유행하는 쿠키/퀸아망 품절 잦음	넓은 매장이나 주말에는 만석 대기 발생	true	두바이 쫀득 쿠키 식감이 신기하고 너무 맛있어요|빵 종류가 워낙 많아서 올 때마다 새로운 빵 고르는 재미가 있습니다|매장이 넓고 쾌적해서 책 읽거나 노트북 작업하기 너무 좋은 환경입니다	대형 카페 특성상 주말에는 사람이 많아 다소 소란스러울 수 있습니다.	https://blog.naver.com/swih/224094221373|https://blog.naver.com/yemin1102|https://blog.naver.com/heest_/223907665253	나인블럭|다양한 빵과 넓은 공간|나인블럭이 교외의 거대한 공장형 베이커리 카페라면, 더 브레드레지던스는 문정동 도심 속에서 즐기는 넓은 공간과 다양한 빵 라인업	37.4863659	127.1247355
오프베이크룸	경기 성남시 중원구 제일로35번길 43	성남 모란역 골목 3층에 숨어있는 아기자기한 수제 구움과자 및 케이크 공방	스콘, 크럼블	다양한 라인업의 수제 디저트와 선물하기 좋은 귀여운 초/포장 서비스	배달 주문이 많아 오후 늦게 인기 품목 소진	대기열 없음 (테이크아웃 위주)	false	스콘이 퍽퍽하지 않고 버터 풍미가 진해서 라떼랑 아주 잘 어울립니다|크럼블 케이크 퀄리티가 좋고 재료 맛이 진하게 나요|귀여운 생일 초를 다양하게 팔아서 디저트 선물할 때 꼭 들릅니다	매장이 3층이고 안에서 먹을 공간이 없어 포장이나 배달로만 즐겨야 합니다.	https://blog.naver.com/lecos|https://blog.naver.com/betty9156/223475894559|https://blog.naver.com/hyysos/224189230980	카페 하이웨스트|스콘 및 케이크|하이웨스트가 연남동의 유럽 감성 가득한 스콘과 케이크 핫플이라면, 오프베이크룸은 모란역 골목의 포근하고 아기자기한 숨은 수제 디저트 공방	37.4317649	127.1323309
수향진베이커리카페	경기 화성시 동탄대로14길 11-1	동탄 신리천 카페거리에 위치한 여유로운 분위기의 베이커리 카페	소금빵	기본에 충실한 빵과 함께 신리천 산책 후 여유롭게 즐기기 좋은 카페	주말 오후 소금빵 등 인기 빵 매진 가능성	주말 오후 매장 내 좌석 혼잡	true	소금빵이 짭짤하고 고소해서 아이들도 아주 좋아합니다|신리천 산책하고 커피 한 잔 하면서 빵 먹기 딱 좋은 위치예요|매장 인테리어가 깔끔하고 쾌적해서 대화 나누기 편안합니다	뚜렷하고 파격적인 시그니처 빵이 부족해 특색 면에서 약간 평범하게 느껴질 수 있습니다.	https://blog.naver.com/matzip_no1/224163948118|https://blog.naver.com/nurinull|https://blog.naver.com/goroming22/224218281352	롤링핀|접근성 좋은 베이커리 카페|롤링핀이 도심 속 식빵 중심의 고급스러운 카페라면, 수향진은 신리천 산책로와 어우러진 동네 주민들의 편안한 베이커리 휴식처	37.1852807	127.1025629
